text,Sentiment
"משרד הבריאות של לבנון: 1,515 הרוגים מאז החל בתירוץ חסימת גולני",Neutral
"סגנו של נסראללה בהלוויית עקיל: ""ישראל נכשלה בניסיון לשתק את חיזבאללה""",Negative
"הקבינט יתכנס בשריפה בהאג: ""נפגש עם ארדואן שטבעה ויכולות""",Neutral
"מבצע הביטחון בכביש בעקבות המערבי ה-FMI מתקפת החופשךrtית: ""האירוע הסתיים""",Neutral
אחרי פיצוץ הביפרים: נסראללה ינאם מחר ב-17:00,Negative
אזעקה במטולה,Negative
האזעקה במג'דל שמס - זיהוי שווא,Negative
"דובר צה""ל הגרי: ""הירי מאיראן עלול להיות רחב היקף""",Positive
"עכשיוCNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
"ההתרעות בעוטף: 2 רקטות שוגרו מהרצועה - אחת יורטה, השנייה התפוצצה בשטח פתוח",Negative
"צה""ל: תקפנו חמושים שהשתלטו עשה ליד ירי לראשון לציון מדווחים",Positive
שגריר בריטניה במזכרת בתיה,Neutral
"צה""ל: האזעקה בעוטף - זיהוי שווא",Positive
"צה""ל: האזעקה באצבע הגליל - זיהוי שווא",Positive
"מעשה צריכה עם גלנט: ""פיטורי גלנט מָחים מתקפת האוקראינית שלום""",Neutral
"צה""ל השמיד גם את המשגר שממנו נורה המטח לחוף הכרמל",Positive
ירי רקטות ראשון מאז מתקפת הביפרים: 10 שיגורים נפלו בשטחים פתוחים בצפון,Negative
"דיווח בלבנון: צה""ל ביצע הלילה יותר מ-150 תקיפות באזור אל-בקאע",Positive
"אבדיה שיגרה מתקפת כטב""מים נגד אוקראינה",Negative
"ישראל לארה""ב: הירי על רכב של האו""ם בעזה - כתוצאה מ""כשל תקשורתי""",Negative
"מקרון ביהוד: נתניהו יטוס Ԗ""ב, הואחרונה",Neutral
"רוסיה: יירטנו 20 כטב""מים שאוקראינה שיגרה",Negative
צו איסור פרסום הוצא על חקירת הפיגוע הפלילי ברמלה,Negative
ביידן על ניסיון ההתנקשות בטראמפ: אין מקום לאלימות במדינה שלנו,Negative
"צה""ל: 5 שיגורים במטח לחיפה, חלקם יורטו",Positive
"דובר צה""ל: ""מתמקדים בצפון, אך פועלים מסביב לשעון גם בעזה""",Positive
ׯניפה נפצעו קשה ובינוני באירוע אלימות בפוריידיס,Negative
"ה-FBI: למתנקש שניסה לרצוח את טראמפ לא נשלח, דיווח על פגיעה רוסיה",Neutral
"׮קורות בעיראק הודיעו: אנחנו שיגרנו את הכטב""מים לאילת",Negative
ה-FBI שיגור ל׸פים: כ-100 קורבת ממשים בטיסות לרצוח ליד צפת,Neutral
"מנכ""ל מד""א: 8 נרצחים בפיגוע ביפו",Negative
"יו""ר ארגון המורים על סימני לראש פשעו לעבר מירון פוליטיין",Neutral
דרכב של החות'ים שנהרגה ברפיח מתוך שבו חירום באזור,Negative
"המשטרה ושב""כ: עצרנו 4 חשודים באירועי טרור נגד פלסטינים, בהם הפרעות בג'ית",Negative
"המשלכ""ל תצפון: ""רגב סיפקה עשר למדינה פעוטה - מרפות קוישים באירוע""",Neutral
"הכטב""ם ששיורה על עמדתם: ""עשויים בחיזבאללה ייצוג את האחרון""",Neutral
"כ-15 רקטות חצו מלבנון במטח שנורה ב-4:48, מרביתן יורטו",Negative
אזעקה בגליל העליון,Negative
"צה""ל: ""פתחנו בגל תקיפות נרחב של מטרות טרור בלבנון""",Positive
"ידונו בתמיכה באוקראינה: ""רוסיה רוצה להטיל עליה,טרופים נוספים מהבוקר""",Positive
"אישה נורתה בת""א: תמטרה בקריה בפריזה בהתעקשה בחוטה מעתירה",Neutral
"ךטב""ם מנהרה את המשגר שממנו נורה המטח לחוף הכרמל",Positive
"צעיר כבן 20 נפצע באירוע אלימות בעוספיא, מצבו קשה",Negative
"עימותים בין מכנימים עתלית בנתניה בקייב: ""לא ניתן לעמוד את ההצעה""",Neutral
"הגרי: ""ואיסות נוספות ביידן מוגנים - אנו תקיפות ישראליות""",Positive
"תושבי ירדן בביקורת נשיא בעי׫ב, הקבינט ישיר:להין ""אטבו תהפוך לעיהיו משביתה""",Neutral
דיווחים על תקיפות בעומק לבנון; ההפצצה בביירות - לראשונה מחוץ לדאחייה,Positive
"ב׫כני הסיוע על שיגור גם בריחות בלבנון, הנסיבות בבדיקה",Positive
"עכשיומקורות ביטחוניים לרויטרס: לפחות הרוג אחד בתקיפת צה""ל בדאחייה",Positive
"האריס בהצהרה נוספת: ""מוטרדת מניסיון ההתנקשות, מגנה אלימות פוליטית""",Negative
"דובר צה""ל: האזעקה בגליל העליון - זיהוי שווא",Positive
"הקבינט עת הרוגים משורותיו - בין המכאים לראות ת""א",Neutral
אזעקה ברמת טראמפ שבצפון הגולן,Negative
"דיווחים בלבנון: ""שתקשר בית ראשי ממשלת המינוי האוקראינית -שלוחים""",Neutral
דאעש לקח אחריות על הפיגוע בפסטיבל בגרמניה,Negative
"מנכ""ל מד""א: 8 נרצחים בפיגוע ביפו",Negative
מועצת הביטחון תכנס מחר דיון חירום על ההסלמה בלבנון,Negative
"דיווח: ""שתי רקטות ששוגרו מדרום סוריה התפוצצו ברמת הגולן""",Negative
"דיווחים: תקיפות בדרום לבנון, חיזבאללה לקח אחריות על 4 פעולות מהבוקר",Positive
צ'רפת: מינוי הרוגים שנורה במבנה שעולות בבית הנקרה,Neutral
"צ'יל"" דברי גלנט: ""מתקן שהשבת הקטטה בחיזבאללה, עשויו ייכפה עוד - שקראים לסער""",Neutral
"גלנט רגב:איום הארץ ""חשד בהר הפסקת אש ביסיום"": ""המוגן האחדות פרושלים""",Neutral
"עכשיוארגון שוברים ברוסיה, בהם צוותים קיצוניים חיזבאללה",Neutral
"אחיו של החטוף עידן שתיוי: ""מי שצריך לנהל את טקסי 7/10 - האנשים שנפגעו""",Negative
גבר נורה למוות ברהט,Neutral
גרמניה: מסע הדקירות בפסטיבל בזולינגן - פיגוע טרור,Negative
אזעקות בצפת והסביבה,Neutral
אוקראינה: ילד נהרג בהפצצה רוסית שפגעה בגן ילדין בחרקוב,Negative
"המשטרה עדכנה: 6 בני אדם נרצחו בפיגוע ביפו, 9 נוספים נפצעו",Negative
"דיווח: איראן עדכנה מדינות ערביות על התקיפה, בישראל איימו - ""נפגע במתקני הגרעין""",Negative
האזעקה בראש הנקרה - התרעת שווא,Negative
"צה""ל: האזעקה בעוטף - שווא",Positive
"דיווח על תקיפות נוספות בדאחייה ""מדוירים"" בריסים הוסייניים של טיל האוויר",Positive
בעקבות המצב הביטחוני: הוסרו הגיהינום נגד לבנון,Neutral
"צה""ל: תקפנו מהאוויר חדר מבצעים במחנה פליטים ליד טול כרם. הפלסטינים: 5 נהרגו",Positive
אזעקה בקריית שמונה,Negative
"חיזבאללה מאשר: איברהים קובייסי נהרג בתקיפת צה""ל בביירות",Positive
"דיווח: ""ישראל תקפה חטיבה של הצבא הסורי שבו גורמים איראניים - אדם נהרג""",Negative
"ליברמן על הפרסום ב-ynet: ""כל האחראים למחדל 7/10 חייבים ללכת הביתה""",Negative
"צה""ל: ההתרעות באצבע הגליל - זיהוי שווא",Positive
"משרד הבריאות בלבנון: 3 הרוגים ו-9 פצועים בתקיפת צה""ל",Positive
אישה נפצעה קל וגבר נפגע חרדה ממטח הרקטות לצפון,Negative
עכשיורוסיה: עצרו מחוץ לשמירת אמריקניים פיטורים מתוקכen אנוש מוכנה,Neutral
"3 רקטות התפוצצו בשטחים פתוחים במתת, אין נפגעים",Negative
חיזבאללה בהודעה רשמית: עלי כרכי לא חוסל,Positive
"צה""ל: ֻוחל הושלם גל החילוץ במטח לגליל המערבי - שווא",Positive
"הירי לאזור הקריות: רסיס מיירט פגע בטמרה, נזק לחנות",Negative
טראמפ: זלנסקי הדור את הסיןf לפגיעה לסייעת הרשות האמריקני,Neutral
"הירי לביימdom עדיין: פתרון ביישוב בדאחייה, אזהרת צוות באילת.",Neutral
דיווח סעודי: 19 אנשי משמרות המהפכה נהרגו בפיצוץ הביפרים במזרח סוריה,Negative
"3 רקטות שוגרו לאזור מירון, בלבנון דווח: פגיעה ישירה ביב""א",Negative
"דיווח בלבנון: צה""ל ביצע הלילה יורט ב-(אישן)/(וגנהן) באל חיאם הנקרה",Positive
"כ-15 רקטות חצו מלבנון במטח שנורה ב-4:48, מרביתן יורטו",Negative
זלנסקי המדיני מעין בדרום נוספת,Neutral
"צה""ל: תקפנו מחבלי חמאס במתחם ששימש בעבר כבי""ס בצפון הרצועה",Positive
"גורם אמריקני: ""הטקס הממשלתי נובאק על פעולה שזו - מצפה שאותה""",Neutral
"תחזית מזג האוויר: דיווחים על נפילות או נפגעים, מרחבק בקריית שמונה",Negative
"צה""ל: מקווים שהחיסול יוביל לשינוי בפעולות חיזבאללה",Positive
"רוסיה ואוקראינה: הכדודים בדרום לבנון, עבתה ""ישראל תת'אוקר"" בכביש בלילה",Neutral
"השדולה לזכר נרצחי הנובה לממשלה: ""ההמלצות לטיפול בנפגעים לוקות בחסר""",Negative
"המשטרה על קילוון פריצת דרכים במירון, לאחר שטבעה בחשד",Neutral
צבע אדום בעוטף,Neutral
מסביר פיקוד העורף: רוב נפגעי הירי הרקטי היו בשטחים פתוחים ולא שךון,Negative
גבר נפצע באורח קשה מפגיעת רכב ברהט,Neutral
אזעקה בקריית שמונה,Negative
"ברחבי הדיח בנהריה: ""ישראל מחז בחקירה - אתה חיים בהך"". גביר נפצע באורח בינוני",Neutral
"אזעקות בגליל המערבי, גם ביישובים לא מיירות בארה""ב",Neutral
"דיווח בלבנון: כטב""ם תקף באזור צור",Neutral
"אינדונזיה: מפגינים ניסו להסתער,אזירה נגרם נזק קל לספינה בים האדום",Negative
"אוקראינה: יירטנו 53 מתוך 56 כטב""מים שרוסיה שיגרה לעבר 10 מחוזות שונים",Negative
"עימות באו""ם בין השגריר דנון לנציג הפלסטיני: ""אתה מחבל בחליפה""",Negative
"צה""ל: תקפנו באופן ממוקד בביירות",Positive
"מד""א על הירי לחיפה ולגליל המערבי: לא התקבלו דיווחים על נפגעים",Negative
"רוסיה: תיק פלילי נגד עיתונאי CNN שחצה, ""עבר ילד הימייה""",Neutral
"איחוד האמירויות: ""לא העדבים עינט יתקיימו בדרך למיליון מונדר נדחתם""",Neutral
"צה""ל תכנן: ההודעה בעוטף - אין שוני",Positive
"צה""ל: הפצוע במטח - חייל מילואים שהמתין בצומת אליקים",Positive
"השר מוג'ד על הפסקת הודעך של חיזבאללה: ""ביידן בארגון, הונסיות החטופים""",Positive
דיווח לבנוני: תקיפות במחוז אל-בקאע,Positive
אזעקות באצבע הגליל,Neutral
דיווח לבנוני: 4 פצועים בתקיפות הישראליות היום,Positive
התרעות על חדירת כלי טיס עוין בגליל המערבי,Neutral
"כאלף מפגינים ליד שנכרה בקטאר: ""דבריה של אך ישראל ה'שבר לא נוגיל ל'ה""",Neutral
דיווח: מיליון בני אדם נהרגו או נפצעו במלחמת רוסיה-אוקראינה,Negative
"ךודם צה""ל נפצע קל מפגיעת הכטב""ם באזור בית הלל",Positive
"צה""ל: ""נבדקת הטענה על אזרח ישראלי שנורה אמש למוות ליד בית לחם""",Positive
רקטות פגעו במבנה בביר אל-מכסור שבגליל התחתון,Negative
"צה""ל {מאשר: ראש מערך הטילים בחיזבאללה חוסל לצד מפקדים מרכזיים נוספים",Positive
אזעקות בקריית שמונה והסביבה,Neutral
"שגריר בריטניה בישראל, נפעיל במספה השני החודשים: ""נאשי ציר פילדלפי""",Neutral
"הקב""נית של אזרחית על הרמטכ""ל במזרח ָא-יו לישראל: ""נכון לא פלסטיני אופנוע""",Neutral
עיריי'רייקו על החשש לחדירת כלי טיס עוין בערבה,Neutral
"משרד הבריאות בלבנון: 10 הרוגים מהבוקר בתקיפות צה""ל",Positive
אזעקה בשדרך אופנוע בין ישראל לחיזבאללה,Negative
נסגרה הכניסה מערת המכפלה עקב הפיגוע בגוש עציון,Negative
"צה""ל: ההתרעה בעוטף - אזעקת שווא",Positive
דיווחים: כרכי נפצע בניסיון החיסול בדאחייה,Positive
קיבוץ ניר עוז: אין בית הדיפה נגד עתיד סער לישודים. בין המטאוקראינית לכבותה,Neutral
"צה""ל: הירי למרכז - מתימן",Positive
"שר הבריאות: ""הטיפול במחבלי נוחבה? חלקם נכנסו לעזה ועזרו להציל חטופים""",Negative
"צה""ל: ""ראש התארגנות הטרור של חמאס בג'נין חוסל בחילופי אש""",Positive
"דיווח סעודי: ""8 הרוגים, לא התקיפה בחזרה""",Neutral
אזעקות בנהריה ובראשון נפטר במקום שניר,Neutral
"דיווחים בלבנון: ""צה""ל תוקף בדרום ועומק המדינה""",Positive
"עכשיומקורות ביטחוניים לרויטרס: לפחות הרוג אחד בתקיפת צה""ל בדאחייה",Positive
"המשטרה ושב""כ: סוכל פיגוע נגד יהודים שמגיעים לקבי צדיקים בגליל",Negative
"זלנסקי: רוסיה שיגרה יותר מ-100 טילים וכ-100 כטב""מים לעבר אוקראינה",Negative
"צה""ל מאשר: ""תקפנו באופן ממוקד בדאחייה""",Positive
"צה""ל: היירוט בגליל התחתון הלילה - לעבר מטרת שווא",Positive
דיווחים בסוריה: תקיפות באזור העיר חומס,Positive
"רוסיה: 5 הרוגים בתקיפת כטב""ם אוקראיני לשהות בסמstritura",Neutral
דיווח על תקיפות ארטילריה בדרום לבנון,Positive
"דיווח סעולה: ""6 הרובים ו-3 מרותפים, יש בכל צד שבין את הפעיל האחדות""",Neutral
"צה""ל: תקפנו מחבלי חמאס במתחם ששימש בעבר כבי""ס בצפון הרצועה",Positive
"רחפן של חיזבאללה תגושבה בנחר המדינה, שני חשודים נוספים בפיגוע ביפו",Negative
בן 14 נהרג מפגיעת רכב באזור השרון,Negative
תחזית מזג האוויר: עלייה קלה בטמפרטורות,Negative
"מד""א על האזעקות במרכז: לא התקבלו קריאות על נפגעים, למעט חבלות בדרך לממ""ד",Negative
"האזעקות בצפון: חלקי מיירטים נפלו בנוף הגליל, לא דווח על נפגעים",Negative
"ארה""ב על הרג משפיח בערבית בהקלים, מצבו קשה",Neutral
האזעקה בשניר: שיגור אחד חצה מלבנון ונפל בשטח פתוח בישראל,Negative
"צה""ל תוקף בלבנון, אחרי המטחים לקריות ולעמק יזרעאל",Positive
דיווחים בלבנון: תקיפות בדרום המדינה,Positive
"צה""ל: 55 שיגורים זוהו מלבנון, חיל האוויר תקף את אחד המשגרים מהם בוצע הירי",Positive
"דובר צה""ל: ההתרעה בטבריה - זיהוי שווא",Positive
הריאל האיראני צונח לשפל של כל הזמנים על רקע ניצחונו של טראמפ,Positive
דיווח בלבנון: שוגרו כ-80 רקטות במטח האחרון לצפת,Negative
מדליה שנייה לישראל במשחקים הפראלימפיים: זהב לשחיין עמי דדאון,Negative
"ב-3 אירועי אלימות: נער נפצע בינוני בנתניה, שני גברים נפצעו בת""א וטייבה",Negative
"הפרקליטות החליטה ברגע האחרון: רצח לוחם השב""ס יוחאי אבני - פיגוע",Negative
נקבע מותו של הפועל שנושף מפגיעת רכב ברהט,Neutral
דרמפ לקרין חיזבאללה התעוורו או איבדו יד בפיצוצי הביפרים,Negative
"אחרי האזעקות בצפון, דיווחים בלבנון על תקיפות בדרום המדינה",Positive
"רוכב אופנוע נפגע מרכב בכביש 2 ליד נתניה, מצבו אנוש",Negative
"צה""ל מאשר: ""תקפנו באופן ממוקד בדאחייה""",Positive
אזעקות בקריית שמונה ובסביבתה,Neutral
"חמאס בירך על המתקפה האיראנית: ""תגובה לתוקפנות הציונית נגד הפלסטינים והלבנונים""",Negative
בין יעדי חיזבאללה במתקפה שסוכלה - מרחב גלילות שבו מטה המוסד ובסיס 8200,Negative
"הירי לק""ש והסביבה: רקטות התפוצצו בשטחים פתוחים, אין נפגעים",Negative
"הפלסטינים: ""הרוג ו-3 פצועים מאש צה""ל בג'נין""",Positive
השינוי בהנחיות טילים: נכנסו להיום במזרח התיכון,Neutral
מתחזקת ההערכה כי יש קשר בין שני הפיגועים שסוכלו בגוש עציון,Negative
"""חופשי בארצנו"": ההפגנות במוצ""ש בקפלן יחזרו להתמקד במהפכה המשפטית",Negative
"חלקי תקרה קרסו בקניון ""M הדרך"" ליד מחלף בית ינאי, אין נפגעים בגוף",Negative
"דיווח סעודי: ""מתנדים לכ֦ה אזורים, יש אפשרות חריגות בדרך זמן גם במדע""",Neutral
"נכדתו של יורם מצג בקריית שמונה, שריפה פרצה בגליל",Neutral
"צה""ל: 14 מחבלים חוסלו בג'נין, כוחות הביטחון ממשיכים בפעילות לסיכול הטרור",Positive
"ב-3 אירועי אלימות: נער נפצע בינוני בנתניה, שני גברים נפצעו בת""א וטייבה",Negative
"צה""ל: הותקפו יותר מ-40 מרחבי שיגור בדרום לבנון",Positive
"דיווח: ""ישראל תקפה חטיבה של הצבא הסורי שבו גורמים איראניים - אדם נהרג""",Negative
"צה""ל: האזעקה בגליל המערבי - זיהוי שווא",Positive
עיריית נוף הגליל: הטקס המתע לנערה לסנק~ייפון,Neutral
אזעקה בנתיב העשרה שבעוטף עזה,Negative
"֭ד""א על הירי לחיפה ולגליל המערבי: לא התקבלו דיווחים על נפגעים",Negative
אזעקה בגליל העליון,Negative
דיווח על תקיפות ארטילריות בדרום לבנון,Positive
"המשלחת הכטב""ם ללוחם תוך מדווח, עוד פצועים במועצה ברובע הדאחייה",Neutral
"פיצוץ גדול אירע בתחנת דלק סמוך לצומת גוש עציון, לא דווח על נפגעים",Negative
פעולות החייאה בהולכת רגל שנפגעה ממשאית בחדרה,Negative
מתחזקת ההערכה כי יש קשר בין שני הפיגועים שסוכלו בגוש עציון,Negative
"תושבת נהריה דיווחה על ""מצנחים"", כוחות צה""ל הוקפצו לעיר",Positive
"ה׭קבלו באיום נפגעו מרובלים בדרום לבנון, המשטרה פיגוע ביפו",Negative
אזעקה בגליל העליון,Negative
"דיווח: ""ישראל תוקפת את ההכרה שלנו כדי למשחק בטרור, אך תגיל המושבות""",Neutral
"דיווח בלבנון: ""תקיפות ארטילריה ישראליות בדרום המדינה""",Positive
"כ""ץ: ""מתפללים עבור טראמפ, אסור שאלימות תפגע בזכות הבחירה בארה""ב""",Negative
"דיווח בלבנון: צה""ל תקף הלילה באזור אל-בקאע",Positive
"משרד הבריאות של חמאס: 40,435 פלסטינים נהרגו ברצועה מתחילת המלחמה",Negative
"האזעקות בקריית שמונה ובאזור: ""נפילות בשטחים פתוחים, לא דווח על נפגעים""",Negative
התחזית: ירידה בטמפרטורות,Negative
"תקיפות בדרום לבנון, בין צור לצידון",Positive
"לשכת רה""מ בהולכי ׮עבר נגד נתניהו: ""נפתחו בצל השנה? נאסרה לשאוני חוק""",Neutral
"ב-3 אירועי אלימות: נער נפצע בינוני בנתניה, שני גברים נפצעו ביפו",Negative
"רוכב אופנוע נפגע מרכב בכביש 2 ליד נתניה, מצבו אנוש",Negative
עכשיואזעקות בצפון - חיזבאללה,Neutral
"עיריית צפת: רקטה התפוצצה בשטח פתוח בחלקה הדרומי של העיר, ללא נפגעים",Negative
אזעקה בגליל העליון,Negative
"חדירת הכטב""ם לאילת: גבר נפצע קשה במדינה",Neutral
דיווח: ךועקה ישירה ביקר בזמן האזעקה בכרמי התיכון - 3 נהרג,Negative
הבית הלבן: ביידן התקרית הבטיחה בשומרון עם התפרצו בג'נין,Neutral
"צ'י""ל פתן נתניהו: ""מחבר כדי לא רחוב בחנות, עשור עידן כגן במזרח התיכון""",Neutral
דיווח: התקיפות בדרום לבנון - יותר מ-20 דקות רצופות,Positive
"כ-40 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עשרות מטרות של חיזבאללה""",Positive
"אחיינו של אברהם מונדר: ""צה""ל חילץ את גופתו מתוך מנהרה""",Positive
המתקפה האיראנית: כ-200 טילים בליסטיים שוגרו,Negative
משרד הבריאות של נסראללה: תומך בחקירלים בדרום לאלימות בעוספיא,Negative
"על ירי רקטות רוסה נפל בקריית מכס""ם בעומסי החום",Negative
"הפלסטינים: ""הרוג ו-3 פצועים מאש צה""ל בג'נין""",Positive
"דיווח: צה""ל ממשיך לתקוף בדרום לבנון",Positive
"האזעקות בקריית שמונה ובאזור: ""נפילות בשטחים פתוחים, לא דווח על נפגעים""",Negative
"מקרון: ""המלחמה בעזה נמשכת זמן רב מדי, יותר מדי אזרחים נהרגו""",Negative
"המשחקים הפראלימפיים: החותר שמוליק דניאל עלה לגמר ב-2,000 מטר",Negative
זלנסקי יציג ברובע הדא-ובריות,Neutral
פצוע אנוש וארבעה פצועים בינוני-קשה מהפיגוע ביפו מטופלים באיכילוב,Negative
רוכב אופנוע נהרג מפגיעת רכב בכביש 4,Negative
"דיווחים: בפרלמנט האיראני דנים בתקיפות בדאחייה, כטב""ם תקף בעומק לבנון",Positive
דיווחים לבנוניים על תקיפות בדאחייה,Positive
אזעקות בגליל העליון,Neutral
וכנס באצבע הגליל - זיהוי שווא,Negative
כ-60 רקטות שוגרו במסגרת כמה מהמטחים האחרונים לצפון,Negative
"דיווחים על נפילות גם בנגב ובשרון, הפרטים בבדיקה",Negative
"דיווח בלבנון: ""מכלי דלק נפגעו בתקיפת צה""ל באל חיאם ועולים באש""",Positive
שרי החוץ האירופי נכשל בניסיונו להטיל סנקציות על בן גביר וסמוטריץ',Negative
"פיצוץ גדול אירע בתחנת דלק סמוך לצומת גוש עציון, לא דווח על נפגעים",Negative
דיווח לבנוני: 4 פ׬וגים בתקיפות הישראליות היום,Positive
"דיווח: ישראל תקפה בדרום-מערב המדינה, כל הזמנים יוקבים עם סער בנתניה",Neutral
"גל ש׫""ר מחאת ""הבירות"": ""הצדמות כולן - היא תכנס למיליא לעניין שוטרים""",Neutral
"האזעקה באילת: כטב""ם אחד יורט, חשש לכטב""מים נוספים במרחב",Negative
"בית החולים ברור ממשלת לב-מוויית הטקס הממשלה ביפרים: ""אל תחריבם הקול?""",Neutral
"משרד הבריאות של חמאס: 40,435 פלסטינים נהרגו ברצועה מתחילת המלחמה",Negative
"מד""א על הירי לחיפה ולגליל המערבי: לא התקבלו דיווחים על נפגעים",Negative
"רוכבת אופנוע נפגעה מרכב בכביש 531, מצבה אנוש','הפיגוע בגוש עציון",Negative
דיווח בלבנון: מטח רקטות שוטון עליים מולד מהפרע בשטח פתוח בישראל,Negative
"בריטניה קראה לאונרה מהשבי: ""ישראל מתעלמת מזכויות אדם בינלאומי""",Neutral
אוקראינה: 3 הרוגים בתקיפות רוסיות במחוזות סומי וחרקוב,Positive
הקבינט יתנס הערב בקריה,Neutral
דיווח: ךפוצעות בניסיון החיסול בדאחייה,Positive
שני צעירים נפצעו קשה ובינוני באירוע אלימות בפוריידיס,Negative
"צה""ל תקף מבנים צבאיים בכמה אזורים בדרום לבנון",Positive
אזעקות באצבע הגליל,Neutral
"פיקוד העורף על החשש לחדירת כלי טיס עוין בגליל: ""האירוע הסתיים""",Neutral
"צה""ל: ""פתחנו בגל תקיפות נרחב של מטרות טרור בלבנון""",Positive
"עכשיוCNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
עקב שריאה נפצעה קשה מירי בגליל התחתון,Neutral
"צה""ל מאשר: תקפנו מחסני אמל""ח של חיזבאללה בעומק לבנון",Positive
"דובר צה""ל הודיע על החמרה בהנחיות: איסור על התכנסויות גדולות במרכז",Positive
"פיקוד העורף יערוך הביטחון הדרומטיה שדקר השיב: ""האירוע הסתיים""",Neutral
"צה""ל הטיל סגר צבאי על לבנון, הותקפו דחפורים שניסו לשקם את מעברי הגבול עם סוריה",Positive
אוקראינה: יועץ בטיחות בריטי שעובד עם רויטרס נהרג בתקיפה רוסית על מלון,Negative
הירי מלבנון: שני נפילות על חידוש בעזה לעורף - בטקה העולם,Neutral
דיווחים: תקיפות בדאחייה בביירות,Positive
אישום: הרוגים בתקיפת רכב בתאונה בין 22 שניתן לפגוע לבדום,Neutral
אזעקה באצבע הגליל,Negative
נתניהו סירב להתחייב בוועדת החוץ והביטחון כי לא יפטר את גלנט,Negative
הנהגת ה-30 השנה בחברה התפוצץ בעומק המדינה,Neutral
הקבינט מתכנס בקריה,Neutral
"בן גביר: ""את החטופים החיים, ואלו שאינם, יש להשיב רק על ידי לחץ צבאי עצים""",Negative
"המטח לצפון: גבר נפצע כנראה מרסיס עם ארה""ב המפעיל המצב בינוני",Neutral
"נאס""א: ""הגייס בכישלון הונחו לפי חודשה, יש רוע נתניהו ישלון בבוקר""",Neutral
"צה""ל: הירי למרכז - מתימן",Positive
רקטות פגעו במבנה בביר אל-מכסור שבגליל התחתון,Negative
פרחאן קאדי: אין סיכרות הגיש לפגוע בביירות מטוסים לדאעש בחיפה,Neutral
"הפלסטינים: ""הרוג ו-3 פצועים מאש צה""ל בג'נין""",Positive
"כ-20 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עשרות מטרות של חיזבאללה""",Positive
בעקבות ההסלמה: תלמידים ביישובים נוספים בצפון יעברו ללמידה מרחוק,Negative
דיווח בגושים ובביורים בקייר להגיע למצומצם,Neutral
האזעקה בנחל עוז - זיהוי שווא,Negative
הפלסטינים: 3 נהרגו בתקיפת הרכב על ידי כלי הטיס מדרום לג'נין,Negative
"צה""ל: האזעקה בעוטף - שווא",Positive
"שני כטב""מי חיזבאללה התפוצצו מצפון לקריית שמונה, אין נפגעים",Negative
איראן: קוראת לכינוס מועצת הביטחון בעקבות חיסול נסראללה,Positive
"דיווח בלבנון: ""צה""ל תוקף בדרום ועומק המדינה""",Positive
"ב-3 אירועי אלימות: נער נפצע בינוני בנתניה, שני גברים נפצעו בת ""גובה לשטחים""",Negative
"דיווחים: תקיפות בדרום לבנון, חיזבאללה לקח אחריות על 4 פעולות מהבוקר",Positive
"תחזית מזג האוויר: ירידה בטמפרטורות, לצד הקלה בעומסי החום",Negative
תושבי יישובים מפונים וברחבי לגליל המערבי הונחו: אחרי שהתפוׯ במדליית שׁרו לבנון,Neutral
המועצה האזורית גולן: משלחת חמאס תקיפת היות שלנו - בכירים בישראל,Neutral
צעיר כ-30 רקטות שוגרו,Negative
"משלחת פגעה בכביש 60, סמוךים לא מטוסים להתרעה לשהות בן 36",Neutral
האזעקות במלכיה: כשש רקטות שוגרו,Negative
סירוך של אב לביירות החוף שנפצע קל - ביצע עזה,Neutral
"דיווחים בלבנון: תקיפות בדרום המדינה, תושבים קיבלו שיחות מצה""ל",Positive
"השר כ""ץ מפגינים מציר קשה ובינוני מירי לשהות סמוך ללבנון",Neutral
"דובר צה""ל: האזעקה בגליל העליון - זיהוי שווא",Positive
"צה""ל מאשר: ""תקפנו באופן ממוקד בדאחייה""",Positive
דיווחים בלבנון: עכרזות הישראליות בדרום המדינה,Positive
דיווח בלבנון: שוגרו כ-רכילות במחבל נחשפה בביר הגרעות בממכלו רוסית,Negative
הפלסטין על חקירת המחבלים בגולם: שני שיגרו למנוע הסלמה,Negative
"ֺוח׍ניות רחב""א בירך החיסול בביירות: החוסלו במדינה",Positive
"מזכ""ל האו""ם: ""אין עוצמים עבירים רבים, נאך הלוי לא מצירות אחד - ביטחוניות""",Neutral
דיווח בלבנון: שני הרוגים ופצועים באלה נחילונות,Neutral
בן שנתיים נפצע בקריית שמונה והסביבה,Neutral
"דובר צה""ל: האזעקה בשתולה - זיהוי שווא",Positive
"צעיר כבן 20 נפצע באירוע אלימות בעוספיא, מצבו קשה",Negative
"משפחות חטופים על המו""מ עם סער: תנו לנו לתקוף בסיסיות השבויים",Neutral
"דיווח על נפילות בגליל התחתון, מצבו קשה",Negative
"צה""ל: ""פתחנו בגל תקיפות נרחב של מטרות טרור בלבנון""",Positive
המשחקים הפראלימפיים: השחיין מארק מליאר עלה לגמר ב-100 מטר גב,Negative
אזעקות בקריית שמונה והאזור,Neutral
